"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
10446,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",62,2,"not a 99 ending"
10447,1,"biddable",248.18,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10448,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10449,1,"biddable",200,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",38,1,"not a 99 ending"
10450,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",31,1,"99 ending"
10451,0,"not biddable",185,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
10452,1,"biddable",1.99,"used","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2","contains description",41,33,"99 ending"
10453,1,"not biddable",325,"new","No cellular","None","Black","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10454,1,"biddable",125,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10455,0,"biddable",190,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10456,1,"biddable",150,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10457,1,"biddable",125,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10458,1,"not biddable",229.99,"used","Cellular","Verizon","Space Gray","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10459,1,"biddable",0.99,"new","Cellular","Unknown","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10460,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10461,0,"not biddable",400,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",20,1,"not a 99 ending"
10462,1,"biddable",199,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10463,1,"biddable",40,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10464,1,"biddable",75,"used","Cellular","Unknown","White","Less than 128 GB","iPad 2","contains description",96,1,"not a 99 ending"
10465,0,"not biddable",188.99,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",100,4,"99 ending"
10466,0,"not biddable",99.94,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",97,12,"not a 99 ending"
10467,1,"biddable",249.98,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",101,7,"not a 99 ending"
10468,1,"biddable",299,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10469,0,"not biddable",225,"used","Unknown","Unknown","Unknown","Unknown","iPad 3","contains description",99,2,"not a 99 ending"
10470,1,"biddable",19.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10471,0,"not biddable",110,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",103,10,"not a 99 ending"
10472,0,"biddable",200,"used","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10473,0,"biddable",249,"new","Cellular","AT&T","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10474,1,"biddable",125,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10475,1,"biddable",1,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10476,1,"biddable",60,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10477,1,"biddable",179.99,"used","Cellular","Unknown","White","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10478,1,"biddable",5,"used","Unknown","Unknown","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10479,1,"biddable",90,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10480,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10481,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",33,1,"not a 99 ending"
10482,1,"not biddable",115,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10483,0,"not biddable",249,"used","Cellular","Verizon","Black","Less than 128 GB","iPad mini","contains description",105,4,"not a 99 ending"
10484,1,"biddable",50,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10485,0,"not biddable",252.99,"refurbished","Cellular","AT&T","Black","Less than 128 GB","iPad 3","contains description",17,1,"99 ending"
10486,1,"biddable",1,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10487,1,"biddable",80,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10488,0,"biddable",40,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10489,0,"biddable",100,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",95,3,"not a 99 ending"
10490,1,"not biddable",408,"refurbished","Cellular","Verizon","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10491,0,"biddable",5,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",77,1,"not a 99 ending"
10492,1,"biddable",125,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10493,1,"biddable",49.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10494,0,"not biddable",124.95,"used","No cellular","None","White","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10495,0,"biddable",159.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10496,1,"biddable",130,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10497,1,"biddable",0.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10498,0,"not biddable",89.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10499,1,"biddable",111.5,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",100,4,"not a 99 ending"
10500,0,"not biddable",315,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",93,4,"not a 99 ending"
10501,1,"biddable",199.99,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10502,1,"biddable",160,"used","Cellular","AT&T","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10503,0,"not biddable",184.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",101,2,"99 ending"
10504,0,"biddable",150,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10505,1,"biddable",75,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10506,0,"not biddable",200,"used","Cellular","Verizon","Space Gray","Less than 128 GB","iPad mini 2","contains description",94,5,"not a 99 ending"
10507,1,"biddable",118,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10508,0,"not biddable",199.99,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10509,1,"biddable",250,"used","Cellular","AT&T","Black","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10510,1,"biddable",99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10511,1,"biddable",150,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10512,0,"not biddable",79,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",15,0,"not a 99 ending"
10513,0,"not biddable",399.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10514,1,"biddable",59.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10515,1,"not biddable",210,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",28,25,"not a 99 ending"
10516,1,"biddable",92.49,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10517,1,"biddable",99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10518,0,"not biddable",154,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",93,4,"not a 99 ending"
10519,1,"biddable",149.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",97,2,"99 ending"
10520,0,"not biddable",169.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",95,9,"99 ending"
10521,1,"biddable",120,"used","Cellular","Unknown","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10522,0,"not biddable",195,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
10523,0,"not biddable",425,"used","Cellular","AT&T","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10524,1,"biddable",200,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10525,1,"not biddable",300,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
10526,0,"biddable",69,"used","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",47,1,"not a 99 ending"
10527,0,"biddable",300,"refurbished","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10528,0,"biddable",149,"used","No cellular","None","White","Less than 128 GB","iPad mini","contains description",87,8,"not a 99 ending"
10529,0,"biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",97,9,"not a 99 ending"
10530,1,"biddable",110,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10531,1,"biddable",99,"new","No cellular","None","White","Less than 128 GB","iPad 2","contains description",50,1,"99 ending"
10532,0,"biddable",224.98,"used","No cellular","None","White","Less than 128 GB","iPad 4","contains description",97,8,"not a 99 ending"
10533,1,"biddable",99.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10534,1,"not biddable",89,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10535,1,"biddable",380,"new","No cellular","None","White","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10536,1,"biddable",149.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","contains description",97,5,"99 ending"
10537,0,"not biddable",14,"used","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10538,1,"biddable",120,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10539,0,"not biddable",149,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",100,4,"not a 99 ending"
10540,1,"biddable",99.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",19,1,"99 ending"
10541,0,"biddable",400,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10542,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",69,1,"not a 99 ending"
10543,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",21,1,"not a 99 ending"
10544,1,"not biddable",475,"used","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","contains description",33,1,"not a 99 ending"
10545,1,"biddable",99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10546,0,"not biddable",394.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",26,1,"99 ending"
10547,0,"not biddable",175,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10548,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",94,1,"not a 99 ending"
10549,1,"biddable",300,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10550,0,"not biddable",399.99,"new","Cellular","Verizon","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10551,1,"biddable",9.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10552,1,"biddable",59,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",82,1,"not a 99 ending"
10553,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10554,0,"not biddable",234,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",54,2,"not a 99 ending"
10555,0,"not biddable",349.99,"new","No cellular","None","Gold","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10556,1,"biddable",72,"used","No cellular","None","Space Gray","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10557,1,"not biddable",170,"used","No cellular","None","Space Gray","Less than 128 GB","Unknown","contains description",24,0,"not a 99 ending"
10558,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10559,0,"not biddable",325,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 4","contains description",73,3,"not a 99 ending"
10560,0,"not biddable",140,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",99,1,"not a 99 ending"
10561,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10562,1,"not biddable",147.59,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",75,1,"not a 99 ending"
10563,0,"not biddable",399.99,"used","Cellular","AT&T","Gold","Less than 128 GB","iPad Air 1/2","contains description",99,4,"99 ending"
10564,0,"biddable",95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10565,0,"not biddable",499,"used","Cellular","Verizon","Gold","Less than 128 GB","iPad Air 1/2","contains description",95,22,"99 ending"
10566,1,"biddable",45,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10567,0,"biddable",125,"used","No cellular","None","Space Gray","Less than 128 GB","iPad 2","contains description",98,3,"not a 99 ending"
10568,0,"not biddable",82.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10569,0,"biddable",150,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10570,1,"biddable",0.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10571,1,"biddable",199.99,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","contains description",69,2,"99 ending"
10572,1,"biddable",185,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",44,1,"not a 99 ending"
10573,1,"biddable",201.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",92,2,"99 ending"
10574,0,"not biddable",289.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 4","contains description",67,1,"99 ending"
10575,0,"not biddable",219.99,"used","Cellular","AT&T","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10576,1,"biddable",89.99,"used","No cellular","None","Black","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10577,1,"biddable",279,"used","Cellular","Verizon","Black","Less than 128 GB","iPad Air 1/2","contains description",99,1,"not a 99 ending"
10578,1,"biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10579,1,"biddable",0.99,"refurbished","No cellular","None","White","Less than 128 GB","iPad 3","contains description",101,3,"99 ending"
10580,1,"biddable",49.99,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10581,0,"biddable",75,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",98,4,"not a 99 ending"
10582,1,"biddable",149.99,"refurbished","Cellular","Unknown","Black","Less than 128 GB","Unknown","no description",0,0,"99 ending"
10583,0,"not biddable",275,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",95,6,"not a 99 ending"
10584,1,"biddable",249,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",99,11,"not a 99 ending"
10585,1,"biddable",0.99,"used","Unknown","Unknown","Black","Unknown","Unknown","no description",0,0,"99 ending"
10586,0,"not biddable",198,"used","Cellular","Verizon","White","Less than 128 GB","iPad 1","contains description",99,4,"not a 99 ending"
10587,0,"not biddable",300,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",99,5,"not a 99 ending"
10588,1,"biddable",111,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10589,1,"biddable",100,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10590,0,"not biddable",410,"used","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10591,0,"not biddable",150,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10592,1,"biddable",300,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10593,1,"biddable",100,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",54,4,"not a 99 ending"
10594,0,"not biddable",60,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10595,0,"biddable",113,"used","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10596,0,"not biddable",155,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",103,3,"not a 99 ending"
10597,0,"not biddable",90,"used","Cellular","AT&T","White","Less than 128 GB","Unknown","contains description",99,1,"not a 99 ending"
10598,1,"biddable",180,"new","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10599,1,"biddable",99.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10600,1,"biddable",30,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",87,3,"not a 99 ending"
10601,0,"not biddable",699.95,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",83,3,"not a 99 ending"
10602,0,"biddable",275,"used","Unknown","Unknown","Unknown","128 GB","Unknown","no description",0,0,"not a 99 ending"
10603,0,"biddable",94.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10604,1,"biddable",0.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10605,0,"not biddable",550,"used","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2","contains description",101,5,"not a 99 ending"
10606,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10607,0,"biddable",210,"new","Unknown","Unknown","Black","Unknown","Unknown","no description",0,0,"not a 99 ending"
10608,1,"biddable",179,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10609,0,"not biddable",80,"used","No cellular","None","White","Less than 128 GB","Unknown","contains description",99,1,"not a 99 ending"
10610,1,"not biddable",155,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",53,3,"not a 99 ending"
10611,1,"not biddable",150,"used","Unknown","Unknown","White","Unknown","Unknown","no description",0,0,"not a 99 ending"
10612,1,"not biddable",209,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10613,0,"not biddable",439.99,"new","Cellular","Sprint/T-Mobile","Black","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10614,0,"not biddable",349.99,"used","Cellular","Verizon","White","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10615,1,"biddable",200,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10616,1,"biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10617,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",94,13,"99 ending"
10618,1,"biddable",100,"used","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",101,18,"not a 99 ending"
10619,0,"biddable",395,"refurbished","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10620,1,"biddable",9.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",94,12,"99 ending"
10621,1,"biddable",125,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",27,1,"not a 99 ending"
10622,0,"not biddable",208.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",91,9,"99 ending"
10623,1,"biddable",9.99,"used","Unknown","Unknown","White","Unknown","iPad 2","no description",0,0,"99 ending"
10624,1,"biddable",0.01,"used","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",9,0,"not a 99 ending"
10625,1,"not biddable",559.99,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10626,1,"biddable",60,"used","No cellular","None","Space Gray","Less than 128 GB","iPad 1","contains description",89,2,"not a 99 ending"
10627,1,"biddable",39.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",99,6,"99 ending"
10628,0,"biddable",175,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10629,0,"not biddable",229.98,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",98,2,"not a 99 ending"
10630,1,"not biddable",180,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10631,1,"biddable",0.01,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",96,3,"not a 99 ending"
10632,0,"not biddable",120,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
10633,1,"biddable",50,"used","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",45,1,"not a 99 ending"
10634,1,"biddable",145,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","contains description",96,12,"not a 99 ending"
10635,1,"biddable",9.95,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10636,1,"biddable",299,"used","Cellular","Unknown","Unknown","Less than 128 GB","iPad mini 2","contains description",72,2,"99 ending"
10637,0,"not biddable",560,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10638,0,"not biddable",159.95,"new","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10639,1,"biddable",49.95,"used","No cellular","None","Unknown","Less than 128 GB","Unknown","contains description",76,2,"not a 99 ending"
10640,1,"biddable",0.99,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10641,1,"biddable",159,"used","No cellular","None","Space Gray","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10642,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10643,0,"not biddable",560,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10644,0,"not biddable",549.9,"new","Cellular","Unknown","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10645,0,"not biddable",80,"used","No cellular","None","White","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10646,1,"biddable",149.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",99,4,"99 ending"
10647,0,"not biddable",449.99,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",101,5,"99 ending"
10648,0,"biddable",79.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",97,8,"99 ending"
10649,0,"not biddable",227.95,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10650,0,"not biddable",785,"new","Cellular","Sprint/T-Mobile","Gold","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10651,0,"not biddable",186,"used","Cellular","AT&T","White","Less than 128 GB","Unknown","contains description",99,1,"not a 99 ending"
10652,1,"biddable",200,"used","Cellular","AT&T","White","Less than 128 GB","iPad mini 2","contains description",62,1,"not a 99 ending"
10653,1,"biddable",200,"new","Unknown","Unknown","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10654,1,"biddable",220,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10655,0,"not biddable",349.95,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad Air 1/2","contains description",52,3,"not a 99 ending"
10656,1,"biddable",225,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10657,1,"biddable",0.99,"used","Cellular","AT&T","White","Less than 128 GB","iPad mini 2","contains description",35,3,"99 ending"
10658,0,"biddable",100,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10659,1,"biddable",0.01,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",95,2,"not a 99 ending"
10660,0,"not biddable",329.99,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10661,1,"biddable",55,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 1","contains description",99,5,"not a 99 ending"
10662,1,"biddable",100,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",79,2,"not a 99 ending"
10663,0,"not biddable",250,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",101,2,"not a 99 ending"
10664,1,"not biddable",180,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",46,1,"not a 99 ending"
10665,0,"not biddable",127.99,"refurbished","Cellular","Verizon","Black","Less than 128 GB","iPad 2","contains description",108,9,"99 ending"
10666,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",27,3,"not a 99 ending"
10667,0,"not biddable",89.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10668,0,"not biddable",469.99,"new","Cellular","Unknown","Space Gray","Less than 128 GB","iPad mini3","contains description",44,3,"99 ending"
10669,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10670,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10671,0,"biddable",400,"used","Cellular","Unknown","Unknown","128 GB","iPad 4","no description",0,0,"not a 99 ending"
10672,1,"biddable",99.99,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10673,0,"biddable",179.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10674,0,"not biddable",222.72,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",94,18,"not a 99 ending"
10675,1,"not biddable",280,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",98,2,"not a 99 ending"
