"id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","age"
"6073500160",550000,3,1,1130,7500,1,0,0,3,7,880,250,1947,0,67
"2025760160",835000,4,4.25,4930,25714,2,0,0,3,12,4930,0,2005,0,9
"9393700140",420000,3,1,1150,5120,1,0,0,4,6,800,350,1946,0,69
"5458800125",925000,4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,56
"2492200435",389250,2,1.5,1490,4080,1,0,0,3,7,930,560,1956,0,58
"3759500046",748000,3,2.5,2600,10183,1,0,0,3,8,1300,1300,2004,0,11
"8648220260",284000,3,1.75,1530,9600,1,0,0,3,7,1200,330,1988,0,27
"6392001670",588000,4,2,1680,5000,1,0,0,3,7,980,700,1950,0,64
"2026049155",372500,3,1.75,1680,8648,1,0,0,4,7,1680,0,1963,0,52
"2329800240",285000,4,3,1900,7194,2,0,0,4,7,1900,0,1988,0,27
"3380900125",360000,3,1,1570,9467,1,0,0,3,7,1570,0,1954,0,60
"1324079041",275000,3,1,1370,17859,1,0,0,4,7,1150,220,1930,0,84
"8682230550",428000,2,2,1350,4225,1,0,0,3,8,1350,0,2003,0,11
"853400240",847000,6,2.5,3010,17864,2,0,0,3,8,3010,0,1969,0,46
"2130702075",316000,3,1,1010,7838,1,0,0,4,6,1010,0,1977,0,37
"3260810260",375000,3,2.5,2050,7205,2,0,0,3,8,2050,0,2000,0,15
"2878600200",533000,3,1,1670,4080,1,0,0,3,7,1170,500,1967,0,47
"7298040310",556000,5,2.5,3840,16905,2,0,0,3,11,3840,0,1991,0,23
"766000240",225000,4,2,2220,14120,1,0,0,3,7,1200,1020,1966,0,48
"3459700340",537250,4,2.5,2590,9530,1,0,0,4,8,1640,950,1978,0,36
"2473251180",255000,3,1,1180,13650,1,0,0,4,7,1180,0,1967,0,47
"2407900200",530000,4,2.5,2950,4836,2,0,0,3,7,2950,0,2006,0,9
"7558700030",5300000,6,6,7390,24829,2,1,4,4,12,5000,2390,1991,0,24
"203600140",595000,3,2.75,2150,31238,2,0,0,3,9,2150,0,1996,0,19
"4037800140",548000,4,2,2100,8880,1,0,0,4,7,2100,0,1958,0,56
"1683600240",234975,3,1.75,1650,8073,1,0,0,3,7,1100,550,1980,0,35
"1962200036",6e+05,3,1.75,1620,1325,2.5,0,0,3,9,1430,190,2005,0,9
"1775800510",432000,4,1,1750,12528,1,0,0,4,7,1750,0,1967,0,48
"1822350070",455000,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,0,29
"7772400160",279950,3,1.75,1510,11234,1,0,0,3,7,1210,300,1965,0,49
"273900030",267500,3,1.5,1600,9072,1,0,0,4,7,1600,0,1963,0,51
"3323069084",620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,14
"4337000160",110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,72
"9126100550",625000,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,0,5
"5101405274",389000,2,1,910,7000,1,0,0,3,7,910,0,1952,0,62
"4232400860",1200000,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,109
"2723069082",788500,4,2.25,2510,133729,2,0,0,4,8,2510,0,1977,0,38
"7436500270",567000,5,2.25,2100,6936,1,0,0,3,8,1600,500,1974,0,40
"5153200030",515000,2,2.25,2690,15000,1,0,2,3,8,1870,820,1987,0,28
"4022900125",605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,46
"7841300505",430000,4,3.75,2452,4800,2,0,0,3,7,2452,0,1936,1994,78
"573000685",805000,2,1.75,1550,6000,1,0,1,3,7,1550,0,1920,0,94
"8961990160",567500,3,2.5,2080,4556,2,0,0,3,8,2080,0,1999,0,16
"1250202255",647500,3,1.75,1290,3870,1,0,0,5,7,1290,0,1916,0,98
"7234600796",495000,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,111
"3630180340",825000,4,2.5,3370,5000,2,0,0,3,9,3370,0,2006,0,8
"5104450070",435000,4,2.25,2730,7506,2,0,0,4,8,2730,0,1987,0,28
"9477100060",445950,3,1.75,1300,7800,1,0,0,5,7,1300,0,1968,0,46
"4139440830",960000,5,2.75,3040,10257,2,0,0,3,10,3040,0,1993,0,21
"6772200055",780000,4,3,2440,3600,1.5,0,0,5,8,1480,960,1929,0,85
"8731982190",274500,3,2.25,1720,9000,1,0,0,4,8,1320,400,1969,0,45
"6300000335",729953,5,3,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,106
"9301300751",464950,3,1.5,1200,890,2,0,0,3,8,1030,170,2008,0,6
"9542100135",620000,4,1.75,2350,18800,1,0,2,3,8,2350,0,1959,0,55
"8691410700",735000,4,3.5,3100,5600,2,0,0,3,9,3100,0,2005,0,10
"217500135",450000,4,2.25,2040,9565,1,0,0,3,8,1400,640,1959,0,56
"3731800055",450000,4,1,2000,4676,1.5,0,0,3,7,1250,750,1916,1986,98
"7234600786",842500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,112
"2423059104",360000,3,2,1970,79714,1,0,0,3,7,1070,900,1979,0,35
"1823039205",585000,3,2.5,2270,100545,2,0,0,3,8,2270,0,1998,0,16
"2423020260",461000,3,2.25,1850,7923,1,0,0,4,7,1150,700,1977,0,37
"2695600070",345000,2,1,1350,4494,1,0,0,3,7,920,430,1949,0,65
"6844703240",1075000,3,2.5,3280,10302,1,0,0,3,10,1680,1600,1970,0,44
"3904940070",643000,4,2.5,2270,8391,2,0,0,3,8,2270,0,1988,0,27
"1939130070",690000,4,2.5,2820,8307,2,0,0,3,9,2820,0,1990,0,24
"5589300370",282000,4,1,1200,11111,1.5,0,0,3,7,1200,0,1949,0,66
"3526039116",549000,3,1.75,2000,6130,1,0,0,4,8,1120,880,1951,0,63
"6821600390",815000,3,2,2310,6000,2,0,1,4,9,1560,750,1926,0,89
"1925069082",2200000,5,4.25,4640,22703,2,1,4,5,8,2860,1780,1952,0,63
"8100400160",7e+05,3,2.25,2330,11424,2,0,0,4,8,2330,0,1984,0,31
"5556300102",933399,3,2.5,3940,10360,2,0,0,3,9,3110,830,1992,0,22
"7222000393",290000,3,1,1440,11250,1,0,0,3,7,1440,0,1967,0,47
"9407001860",372000,4,1.75,1960,9300,1,0,0,5,7,1340,620,1979,0,35
"9468200140",450000,2,1.75,1250,2890,1,0,0,4,7,790,460,1920,0,94
"3295950240",303700,3,2.5,1981,5700,2,0,0,3,8,1981,0,2010,0,4
"3905000340",672000,4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,25
"3374300070",334000,4,1.5,1150,9360,1.5,0,0,3,6,1150,0,1970,0,44
"7812800310",260000,2,1,1120,5650,1,0,0,3,6,1120,0,1944,0,70
"7015200685",749950,3,1.75,1800,5700,1,0,0,4,8,1000,800,1941,0,73
"3521069051",330000,4,2.25,2380,122038,2,0,0,4,8,2380,0,1984,0,30
"8032700140",830000,5,3,2920,2808,2,0,0,3,8,2140,780,1960,1992,54
"6117500320",1131000,3,2.25,2790,13791,1,0,3,3,8,2790,0,2006,0,8
"7305300045",320000,3,1,1560,7552,1,0,0,4,6,910,650,1948,0,66
"922069139",260000,2,1,1550,15250,1.5,0,0,5,7,1550,0,1920,0,95
"84000335",225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,69
"9232400055",279200,1,1,640,6350,1,0,0,3,5,640,0,1939,0,75
"1453600202",520000,4,3.5,2680,10000,2,0,0,3,8,2040,640,1942,2014,72
"3904910520",505000,3,2.5,1860,8060,2,0,0,4,8,1860,0,1987,0,27
"5469300270",234000,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,39
"8681660060",503000,4,2.5,2470,5044,2,0,0,3,9,2470,0,2005,0,9
"3902300350",606000,4,2.25,2390,8858,1,0,0,4,8,1740,650,1979,0,35
"6392003490",433500,3,1,1230,6000,1,0,0,4,7,780,450,1937,0,77
"3342700465",250000,3,1.5,2840,10182,1,0,0,3,8,1510,1330,1951,0,64
"2592210160",719000,3,2.5,2120,9307,2,0,0,4,9,2120,0,1984,0,30
"616000160",381000,3,2,1770,14400,1,0,0,4,8,1770,0,1959,0,55
"1687000270",267000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,0,7
"4102000075",275000,1,0.75,1170,14149,1,0,0,5,7,880,290,1962,0,52
"8078460550",651000,4,2.5,2740,7140,2,0,0,3,8,2740,0,1993,0,21
"2710600070",439000,2,1,1050,5671,1,0,0,3,7,850,200,1949,0,66
"37000435",325000,2,1,1130,5070,1,0,0,4,7,1130,0,1955,0,60
"5100401414",490000,2,1,880,6380,1,0,0,3,7,880,0,1938,1994,76
"5631500254",519900,4,2.5,2403,6172,2,0,0,3,9,2403,0,1999,0,15
"8567300140",545000,4,2.75,3410,35040,2,0,0,3,9,3410,0,1984,0,30
"98000060",1062500,4,4,5320,20041,2,0,0,3,11,5320,0,2003,0,11
"2205500400",542000,4,1.75,1900,8250,1,0,0,4,7,950,950,1955,0,59
"1726069084",465000,4,1.75,1810,21650,2,0,0,4,7,1810,0,1961,0,53
"8682291840",408000,2,2,1200,3900,1,0,0,3,8,1200,0,2006,0,9
"5003600240",292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,0,14
"5636000400",253000,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,0,20
"3298700125",280000,2,1,910,4662,1,0,0,5,6,910,0,1942,0,72
"7880000060",658588,3,2.25,2560,41346,2,0,0,3,10,2560,0,1986,0,28
"7811200310",635000,4,2.25,1920,8910,1,0,0,4,8,1200,720,1969,0,45
"5255690160",439000,4,2.25,2240,8300,2,0,0,3,8,2240,0,1978,0,36
"869700320",3e+05,3,2.5,1260,3855,2,0,0,3,8,1260,0,1999,0,15
"6052401631",345000,3,1.5,1360,13496,1,0,0,4,8,1360,0,1960,0,55
"5089700260",283500,4,2.25,2100,8050,2,0,0,3,8,2100,0,1978,0,36
"9473200105",425000,2,1,2110,4920,1.5,0,0,3,7,1460,650,1911,0,103
"6678900140",685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,41
"9552700550",750000,3,2.5,2360,12987,2,0,0,3,8,2360,0,1983,0,32
"2171400218",245000,4,1.5,1280,8000,1,0,0,3,6,1280,0,1960,0,55
"9122001231",585444,6,3.75,2740,6924,1,0,2,3,7,1640,1100,1962,0,53
"6639900012",706000,4,2.5,2740,7571,2,0,0,3,9,2740,0,2009,0,5
"8151601090",445000,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,70
"6664900260",241000,3,2,1650,6000,1,0,0,3,7,1650,0,1990,0,25
"7663700030",1175000,2,2.5,1770,7155,2,1,4,3,8,1770,0,1957,2004,58
"952000055",530000,3,1,1500,5750,1.5,0,0,4,7,1050,450,1927,0,88
"4292300024",350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0,67
"8073000550",1700000,4,3.75,3190,17186,2,1,4,3,10,3190,0,1999,0,16
"9238450160",389000,3,1,1280,9630,1,0,0,3,7,1280,0,1968,0,47
"6127600036",799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,69
"1370801331",1400000,4,2.5,4040,9630,1,0,3,4,9,2020,2020,1951,0,63
"3500100226",340895,2,1,920,8612,1,0,0,5,7,920,0,1947,0,67
"319500570",780000,4,2.5,2730,10281,2,0,2,3,9,2730,0,1996,0,18
"3751604974",350000,2,1.5,1320,73600,1,0,0,3,7,1320,0,1993,0,21
"7852030320",470000,3,2.5,2620,4874,2,0,0,3,7,2620,0,1999,0,16
"2481630070",914600,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,30
"4299000030",354000,4,2.5,2900,4762,2,0,0,3,8,2900,0,2005,0,9
"3886902590",470000,5,2,1900,6000,1.5,0,0,4,6,1900,0,1920,0,95
"9178601000",715000,3,2,1760,5400,1,0,0,5,7,1160,600,1927,0,87
"2861100030",265000,2,1,760,4000,1,0,0,4,6,760,0,1950,0,64
"9471200370",2537000,4,3,3710,20000,2,0,2,5,10,2760,950,1936,0,79
"625049286",640000,3,1,1530,4944,1,0,0,3,7,1530,0,1950,0,64
"133000135",290000,4,1.75,1990,18900,2,0,0,4,7,1870,120,1929,0,85
"7214700830",480000,5,4.75,3830,35000,1,0,0,3,8,2130,1700,1976,0,38
"4473400045",535000,3,2,2040,5600,1,0,1,5,7,1120,920,1954,0,60
"9413600350",907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,49
"1138010520",459000,3,1.75,1620,7330,1,0,0,4,7,1090,530,1974,0,40
"7431500341",1355000,3,2.5,3600,21399,1,0,3,3,9,2310,1290,1950,2007,65
"8830400135",264950,3,1.5,1470,11599,1,0,0,3,7,1070,400,1967,0,48
"5694000710",352950,3,1,1760,3000,1.5,0,0,1,6,1760,0,1900,0,114
"1951820070",491500,3,2.25,2230,13100,1,0,0,4,8,1510,720,1974,0,40
"6137500320",1229000,4,3.5,3770,37034,2,0,0,3,10,2830,940,1989,0,25
"6703100070",369500,3,1,1200,9194,1,0,0,4,7,1200,0,1952,0,63
"339350070",566000,3,2.5,2090,6294,2,0,0,3,9,2090,0,2004,0,11
"7399300860",290000,3,2.25,1500,7308,1,0,0,4,7,1210,290,1968,0,46
"8907500070",5350000,5,5,8000,23985,2,0,4,3,12,6720,1280,2009,0,6
"8651430560",180000,3,1,870,5330,1,0,0,3,6,870,0,1969,2014,45
"2228900270",215000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,70
"2228900270",302000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,71
"6880200030",352500,3,1.75,1860,7881,1,0,0,3,7,1160,700,1986,0,29
"7227501170",235867,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,72
"7504460200",5e+05,3,2.25,1760,11946,2,0,0,3,8,1760,0,1978,0,36
"1559900200",382000,3,2.25,1800,4500,2,0,0,3,7,1800,0,1995,0,20
"546000400",515000,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,85
"1596600060",250000,1,1,660,2600,1,0,0,3,6,660,0,1919,0,96
"6021501920",672500,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,75
"3275860270",755000,3,2.25,3020,13031,2,0,0,3,9,3020,0,1989,0,25
"5457300703",707500,3,1,1500,2555,2,0,2,3,7,1500,0,1910,0,105
"2919700885",459000,4,2,1560,3840,1,0,0,4,6,960,600,1924,0,90
"1951500030",140000,3,1,1090,10620,1.5,0,0,3,7,1090,0,1959,0,56
"9550200310",495000,2,1,970,4284,1,0,0,3,7,970,0,1905,0,109
"3630120700",757000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,7
"3630120700",765000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,8
"6370000070",359000,4,1.5,1890,6052,1,0,0,4,7,1890,0,1955,0,59
"7935000125",440000,3,1,1050,7500,1,0,0,3,6,1050,0,1900,0,114
"3034200058",4e+05,4,1.5,1390,7200,1,0,0,3,7,1140,250,1965,0,49
"2856102336",652000,3,2,1700,4080,1,0,0,4,7,850,850,1941,0,74
"2523039239",260000,3,1.75,1050,5850,1,0,0,3,7,1050,0,1980,0,34
"5452800310",1328000,5,3,3340,10796,1,0,2,3,9,2120,1220,1964,1990,51
"2724069070",519500,4,2,1540,17859,1,0,0,3,6,1540,0,1964,0,51
"6690500320",650000,3,1,1710,5992,1.5,0,0,4,7,1560,150,1928,0,86
"2413301070",280000,4,2.25,2100,8075,2,0,0,3,8,2100,0,1978,0,37
"1562100030",515000,4,1.75,1730,7980,1,0,0,4,8,1730,0,1965,0,49
"7941140070",4e+05,3,2.25,1500,2692,2,0,0,3,7,1500,0,1986,0,29
"1703050520",652100,3,2.5,2380,5017,2,0,0,3,9,2380,0,2003,0,12
"2412600030",235000,6,3,2180,7956,2,0,0,3,7,2180,0,1980,0,34
"5266300140",701000,4,1.5,1840,10080,2,0,0,3,8,1840,0,1907,0,108
"11520030",640000,4,2.5,2341,9594,2,0,0,3,9,2341,0,1997,0,17
"7202290140",455800,3,2.5,1690,4584,2,0,0,3,7,1690,0,2002,0,12
"8161010060",504750,3,2.5,2490,21937,2,0,0,3,8,2490,0,1993,0,21
"8562900710",483000,3,3,2440,15540,2,0,0,3,9,2440,0,1992,0,22
"8888000055",530000,3,0.75,920,20412,1,1,2,5,6,920,0,1950,0,64
"3395800295",250000,2,1,1030,8786,1,0,0,3,6,1030,0,1956,0,58
"5557320030",229950,5,2.75,2000,5885,1,0,0,3,7,1260,740,1994,0,20
"2909300640",884744,4,3.5,4210,9414,2,0,0,3,9,4210,0,2001,0,13
"5202500030",514000,3,1.5,1610,9964,1,0,0,3,7,1080,530,1977,0,38
"5561300640",532000,3,2.25,1910,35015,1,0,0,4,8,1430,480,1977,0,38
"3449900030",423000,4,2.5,2660,5539,2,0,0,3,8,2660,0,2004,0,10
"952003435",420000,2,1,820,4025,1,0,2,5,6,820,0,1922,0,92
"6204200340",521000,3,1.75,1730,18250,1,0,0,3,8,1730,0,1988,0,26
"1737100830",577000,4,2.25,2360,7490,2,0,0,3,8,2360,0,1979,0,36
"2207200520",425000,3,1,970,8040,1,0,0,3,7,970,0,1956,0,58
"3818400060",495000,4,2.5,2460,4862,2,0,0,3,8,2460,0,2004,0,10
"9264960560",340000,3,2.5,2690,8577,2,0,0,3,9,2690,0,1987,0,27
"6362900172",499950,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,0
"9272200810",1218000,4,3,3470,4750,2,0,2,3,9,2370,1100,2014,0,1
"3629160060",720000,4,2.75,3370,7634,1,0,2,5,8,2110,1260,1977,0,38
"4324200060",249000,3,1.5,1700,8247,1,0,0,3,7,1010,690,1970,0,45
"3830620710",206135,3,1,1340,11070,1,0,0,4,7,1340,0,1978,0,36
"3276900030",3e+05,5,2.75,2000,9276,2,0,0,4,7,2000,0,1968,0,46
"4058800830",612000,6,3,3840,14040,1.5,0,3,3,8,2460,1380,1949,0,66
"6202600070",1102030,5,2.5,3890,27311,2,0,2,3,10,3890,0,1950,1990,64
"8581200030",230000,4,2,1220,9100,1.5,0,0,4,7,1220,0,1970,0,45
"2771601940",850000,3,1,2280,4600,1,0,2,3,8,1250,1030,1936,0,79
"2214800270",355000,4,2.5,2770,7000,1,0,0,4,7,1940,830,1979,0,35
"7312000240",442000,4,2.5,2520,7253,2,0,0,3,9,2520,0,1990,0,24
"8562890560",399000,4,3,3060,5000,2,0,0,3,8,3060,0,2001,0,13
"4136930310",360000,4,2.5,2390,7115,2,0,0,3,9,2390,0,1999,0,15
"1328330350",390000,3,1.75,1320,7725,1,0,0,3,8,1320,0,1978,0,37
"5255690060",413000,5,2.5,2900,8711,1,0,0,3,8,1650,1250,1977,0,38
"402000260",190000,2,1,700,9500,1,0,0,3,6,700,0,1951,0,64
"7787110060",432900,3,2.5,2210,9226,2,0,0,3,8,2210,0,1998,0,16
"8651580310",621138,3,2.25,2180,7741,2,0,0,3,9,2180,0,1986,0,28
"3705000060",270000,3,2.25,2080,4252,1.5,0,0,3,7,1550,530,2003,0,11
"7525410060",610000,4,2.25,2090,35040,1,0,0,3,8,1490,600,1980,0,35
"3295700060",5e+05,3,2,1720,5525,1,0,2,5,7,960,760,1941,0,73
"8121500060",715000,4,2.25,2460,40635,1,0,0,5,8,2460,0,1968,0,46
"3728800320",264000,3,1.5,1470,14821,1,0,0,4,7,1470,0,1958,0,56
"6003501535",550000,3,1.75,1650,3200,1.5,0,0,3,8,1650,0,1901,0,113
"2621750340",337000,3,2,1690,9087,1,0,0,3,8,1690,0,1997,0,17
"3445000274",170000,3,1,970,8710,1,0,0,4,6,970,0,1962,0,53
"3288200030",405000,4,2.5,2030,9095,1,0,0,4,7,1130,900,1972,0,42
"4188000640",775000,4,2.5,2540,28563,1,0,0,3,10,2540,0,1984,0,30
"2558730070",425000,3,2.25,1570,7475,1,0,0,4,7,1200,370,1983,0,31
"7923500060",713000,5,2.75,2580,9242,2,0,2,4,8,1720,860,1967,0,47
"8016300030",555000,5,2.5,2090,8712,1,0,0,3,8,1420,670,1966,0,48
"3629920830",810000,4,2.5,3260,5608,2,0,0,3,9,3260,0,2003,0,12
"4054510270",1250000,4,3.75,3830,41263,2,0,0,4,11,3830,0,1990,0,24
"2864600105",819000,3,3.5,2130,6150,2,0,2,5,8,1530,600,1908,0,106
"8165500830",409900,3,2.5,1690,1200,2,0,0,3,8,1410,280,2013,0,2
"4395600060",935000,2,2.5,1780,2067,2,0,0,5,9,1780,0,1974,0,40
"4444800045",657500,4,1.75,1620,7560,1,0,3,4,7,1380,240,1947,0,68
"1115300270",9e+05,6,3.75,4210,6105,2,0,0,3,9,3280,930,2008,0,7
"5363200200",932800,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,17
"6067900640",391000,3,2,1490,9000,1,0,0,4,8,1490,0,1977,0,38
"4279200060",420000,4,2.5,2110,9825,2,0,0,3,8,2110,0,2000,0,14
"3425059222",1300000,6,3.5,6563,32670,2,0,0,3,10,5153,1410,2002,0,12
"5253300397",415000,3,1.5,1510,16800,1,0,0,5,8,1510,0,1956,0,59
"1769600204",350000,3,1.75,1830,9425,1,0,0,3,8,1590,240,1946,0,69
"1176001195",375000,2,1,1230,1820,2,0,0,4,7,830,400,1948,0,66
"1239400570",860000,3,1.75,2180,14135,1,0,2,5,8,1300,880,1947,0,67
"6071600270",495000,4,2.25,2220,8872,1,0,0,4,8,1110,1110,1961,0,53
"1311100520",250000,4,2.25,1730,8400,1,0,0,3,7,1730,0,1962,0,53
"1402200070",365000,4,2.25,1990,21312,1,0,0,4,8,1990,0,1968,0,46
"1419700270",503000,3,2.75,1540,6760,1,0,0,5,7,1210,330,1980,0,34
"5126900310",150000,2,1,1100,7200,1,0,0,4,6,1100,0,1944,0,71
"8816400885",450000,4,1.75,1640,1480,1,0,0,4,7,820,820,1912,0,102
"5412100550",355000,4,3,2590,7213,2,0,0,3,8,2590,0,2001,0,13
"7203000465",245000,3,2,1450,9333,2,0,0,4,7,1450,0,1972,0,42
"1862900160",265900,3,2,1180,7793,1,0,0,4,7,1180,0,1992,0,22
"984220240",299000,4,2.5,1820,7575,1,0,0,3,7,1220,600,1975,0,39
"4458800060",957500,4,2.25,2360,11523,2,0,0,4,10,2360,0,1968,0,47
"1138000160",343000,3,1,1120,7250,1,0,0,4,7,1120,0,1972,0,42
"9406520550",307500,3,2.25,1646,7364,2,0,0,3,7,1646,0,1994,0,20
"7852160070",937500,5,3.75,4210,14599,2,0,3,3,10,4210,0,2004,0,11
"7214700160",610000,3,3,2480,45302,1,0,0,4,8,1620,860,1976,0,38
"2483700160",720000,3,1.5,1590,7080,1,0,2,3,8,1310,280,1952,0,62
"1972201820",610000,4,2,2130,2620,1.5,0,0,5,7,1650,480,1919,0,95
"9477000060",434500,3,1.75,1650,7965,1,0,0,4,7,1650,0,1967,0,48
"7932000041",602500,2,2.5,3090,47044,1,0,0,4,10,2250,840,1979,0,36
"1231000520",607010,4,2.5,2180,4000,2,0,0,3,8,1700,480,2002,0,12
"7522500070",610000,3,1,1800,5750,1,0,0,3,7,1040,760,1947,0,68
"4215250310",828500,4,2.5,3720,35000,2,0,0,3,10,3720,0,1983,0,31
"5560000070",199990,3,1,1100,8560,1,0,0,3,6,1100,0,1961,0,53
"1545804460",294000,3,1.75,1530,9362,1,0,0,3,7,1530,0,1987,0,28
"9510970310",789500,4,2.5,3010,6100,2,0,0,3,9,3010,0,2005,0,9
"98030160",797000,3,3.5,3500,9473,2,0,0,3,10,3500,0,2008,0,7
"7853300070",539950,5,3,3100,5250,2,0,0,3,7,3100,0,2006,0,8
"934300140",284950,4,1.5,2000,6778,1,0,0,4,7,1170,830,1962,0,53
"1245001820",776500,4,1.5,2290,10372,1,0,0,3,7,1510,780,1965,1987,50
"1974200060",525000,4,2.5,2400,10070,1,0,0,3,7,1510,890,1967,0,48
"7300410060",303000,3,2.5,1850,4957,2,0,0,3,8,1850,0,1999,0,16
"1939110310",722080,3,3.25,3680,7650,2,0,0,3,9,2340,1340,1988,0,27
"7888000390",140000,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,55
"7888000390",235000,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,56
"1529300435",440000,3,1,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,111
"2960900045",605000,3,1.75,2330,6000,1.5,0,0,4,7,1630,700,1940,0,74
"3959400135",380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,64
"7972600765",352000,4,1,1530,8890,1,0,0,3,7,980,550,1925,0,89
"7214810550",420000,4,2.25,2270,12000,1,0,0,4,7,1360,910,1979,0,36
"3271801090",1175000,4,2,2590,7220,2,0,2,4,10,2590,0,1930,0,85
"8964800370",1375000,3,1.5,1850,10572,1,0,0,4,8,1850,0,1953,0,61
"8019200030",3e+05,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933,0,81
"2954400400",1150000,4,3.25,4740,49091,2,0,0,3,11,4740,0,1990,0,24
"3013301525",453500,2,1.5,1710,4189,1,0,1,5,7,1160,550,1951,0,63
"3303100075",443500,3,2,1920,7598,1,0,0,4,8,1920,0,1972,0,42
"2004100075",332000,2,1,1150,8138,1,0,0,3,7,1150,0,1954,0,61
"4221270340",655000,3,2.5,2320,4721,2,0,0,3,8,2320,0,2004,0,11
"7177300575",475000,4,1,1420,6000,1.5,0,0,3,7,1420,0,1950,0,64
"1471630350",372500,3,1.75,1550,12956,1,0,0,3,7,1210,340,1988,0,26
"1250203335",1050000,4,2.5,2920,7200,1,0,3,3,8,1470,1450,1921,2006,93
"8815400105",5e+05,3,1.75,1620,4200,1,0,0,5,7,830,790,1945,0,69
"5315100737",9e+05,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,1985,64
"3333002440",327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,25
"2130702205",390000,3,1.75,1790,7123,1,0,0,3,7,1790,0,1913,1995,102
"2159900060",451101,2,1.5,1510,1962,2,0,0,4,8,1510,0,1985,0,30
"194000575",455000,4,1,1340,5800,1.5,0,2,3,7,1340,0,1914,0,100
"1531000140",650000,4,2.5,3350,46748,2,0,0,3,10,3350,0,2004,0,10
"2125049139",895000,3,2.5,2500,7746,2,0,0,4,10,1910,590,1993,0,21
"3623500135",8e+05,4,2.25,2350,10664,1,0,1,2,7,1510,840,1952,0,63
"7805460310",703770,4,2.25,2550,12918,2,0,0,3,9,2550,0,1987,0,27
"3021059244",249950,3,1.75,1320,10454,1,0,0,4,7,1320,0,1968,0,46
"925049360",512000,2,2,1270,3881,1,0,0,4,6,610,660,1926,0,89
"3286800260",780000,5,2.5,3480,74052,1,0,0,4,8,1980,1500,1972,0,43
"4137010240",336000,3,2.25,2820,11625,2,0,0,3,8,2820,0,1986,0,28
"9368700341",285000,3,2,2110,6900,1.5,0,0,5,6,1220,890,1955,0,59
"3832310350",229900,3,1.75,1100,7224,1,0,0,3,7,1100,0,1981,0,33
"324000350",667500,4,3,1920,4000,1.5,0,0,4,8,1540,380,1931,0,84
"9407101840",378000,4,2.5,1890,12236,1,0,0,3,7,1230,660,1978,0,36
"1422300140",454000,3,2.5,2530,43733,2,0,0,3,8,1530,1000,1991,0,23
"6127011000",537500,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,0,9
"2624049117",425000,3,1,1550,4160,1.5,0,0,4,6,1550,0,1926,0,88
"3295750550",290000,3,2,1760,6600,1,0,0,3,7,1760,0,1998,0,16
"7960100260",349500,3,2,1270,3600,1,0,0,3,7,1270,0,1963,0,51
"7625700012",370000,3,2.75,1250,1655,2,0,0,3,7,830,420,2006,0,8
"5418200295",549500,3,1.75,1620,8438,1,0,0,4,8,1620,0,1961,0,54
"7454000295",245000,2,1,710,6322,1,0,0,3,6,710,0,1942,0,73
